[Ramulator::ReadWriteTrace] [info] Loading trace file /home/fann/projects/cache_simulator/sampled_trace/541_sampled.txt ...
[Ramulator::ReadWriteTrace] [info] Loaded 1000000 instructions.
ENTER WRITE MODE AT CYCLE: 40675
LEAVE WRITE MODE AT CYCLE: 40907
ENTER WRITE MODE AT CYCLE: 40908
LEAVE WRITE MODE AT CYCLE: 41773
ENTER WRITE MODE AT CYCLE: 41774
LEAVE WRITE MODE AT CYCLE: 42519
ENTER WRITE MODE AT CYCLE: 42568
LEAVE WRITE MODE AT CYCLE: 43223
ENTER WRITE MODE AT CYCLE: 43224
LEAVE WRITE MODE AT CYCLE: 43324
ENTER WRITE MODE AT CYCLE: 43325
LEAVE WRITE MODE AT CYCLE: 43655
ENTER WRITE MODE AT CYCLE: 43656
LEAVE WRITE MODE AT CYCLE: 43841
ENTER WRITE MODE AT CYCLE: 43842
LEAVE WRITE MODE AT CYCLE: 44602
ENTER WRITE MODE AT CYCLE: 44603
LEAVE WRITE MODE AT CYCLE: 45823
ENTER WRITE MODE AT CYCLE: 45824
LEAVE WRITE MODE AT CYCLE: 49176
ENTER WRITE MODE AT CYCLE: 49177
LEAVE WRITE MODE AT CYCLE: 49298
ENTER WRITE MODE AT CYCLE: 49299
LEAVE WRITE MODE AT CYCLE: 49373
ENTER WRITE MODE AT CYCLE: 49374
LEAVE WRITE MODE AT CYCLE: 49950
ENTER WRITE MODE AT CYCLE: 51262
LEAVE WRITE MODE AT CYCLE: 51371
ENTER WRITE MODE AT CYCLE: 51372
LEAVE WRITE MODE AT CYCLE: 52120
ENTER WRITE MODE AT CYCLE: 52121
LEAVE WRITE MODE AT CYCLE: 53051
ENTER WRITE MODE AT CYCLE: 53052
LEAVE WRITE MODE AT CYCLE: 54086
ENTER WRITE MODE AT CYCLE: 54087
LEAVE WRITE MODE AT CYCLE: 54236
ENTER WRITE MODE AT CYCLE: 54285
LEAVE WRITE MODE AT CYCLE: 54837
ENTER WRITE MODE AT CYCLE: 54838
LEAVE WRITE MODE AT CYCLE: 54850
ENTER WRITE MODE AT CYCLE: 54851
LEAVE WRITE MODE AT CYCLE: 55359
ENTER WRITE MODE AT CYCLE: 55360
LEAVE WRITE MODE AT CYCLE: 55640
ENTER WRITE MODE AT CYCLE: 55641
LEAVE WRITE MODE AT CYCLE: 56821
ENTER WRITE MODE AT CYCLE: 56822
LEAVE WRITE MODE AT CYCLE: 57705
ENTER WRITE MODE AT CYCLE: 57706
LEAVE WRITE MODE AT CYCLE: 57760
ENTER WRITE MODE AT CYCLE: 57762
LEAVE WRITE MODE AT CYCLE: 60916
ENTER WRITE MODE AT CYCLE: 60917
LEAVE WRITE MODE AT CYCLE: 60941
ENTER WRITE MODE AT CYCLE: 60942
LEAVE WRITE MODE AT CYCLE: 61868
ENTER WRITE MODE AT CYCLE: 61869
LEAVE WRITE MODE AT CYCLE: 62757
ENTER WRITE MODE AT CYCLE: 63691
LEAVE WRITE MODE AT CYCLE: 64659
ENTER WRITE MODE AT CYCLE: 64660
LEAVE WRITE MODE AT CYCLE: 64831
ENTER WRITE MODE AT CYCLE: 64832
LEAVE WRITE MODE AT CYCLE: 65132
ENTER WRITE MODE AT CYCLE: 65133
LEAVE WRITE MODE AT CYCLE: 65229
ENTER WRITE MODE AT CYCLE: 65230
LEAVE WRITE MODE AT CYCLE: 66015
ENTER WRITE MODE AT CYCLE: 66016
LEAVE WRITE MODE AT CYCLE: 66087
ENTER WRITE MODE AT CYCLE: 66088
LEAVE WRITE MODE AT CYCLE: 67419
ENTER WRITE MODE AT CYCLE: 67420
LEAVE WRITE MODE AT CYCLE: 69394
ENTER WRITE MODE AT CYCLE: 69395
LEAVE WRITE MODE AT CYCLE: 69632
ENTER WRITE MODE AT CYCLE: 69633
LEAVE WRITE MODE AT CYCLE: 69892
ENTER WRITE MODE AT CYCLE: 69893
LEAVE WRITE MODE AT CYCLE: 70153
ENTER WRITE MODE AT CYCLE: 70154
LEAVE WRITE MODE AT CYCLE: 70252
ENTER WRITE MODE AT CYCLE: 70253
LEAVE WRITE MODE AT CYCLE: 71231
ENTER WRITE MODE AT CYCLE: 71232
LEAVE WRITE MODE AT CYCLE: 71480
ENTER WRITE MODE AT CYCLE: 71481
LEAVE WRITE MODE AT CYCLE: 74378
ENTER WRITE MODE AT CYCLE: 74379
LEAVE WRITE MODE AT CYCLE: 74588
ENTER WRITE MODE AT CYCLE: 74589
LEAVE WRITE MODE AT CYCLE: 74731
ENTER WRITE MODE AT CYCLE: 74732
LEAVE WRITE MODE AT CYCLE: 75576
ENTER WRITE MODE AT CYCLE: 76146
LEAVE WRITE MODE AT CYCLE: 77535
ENTER WRITE MODE AT CYCLE: 77536
LEAVE WRITE MODE AT CYCLE: 77959
ENTER WRITE MODE AT CYCLE: 77960
LEAVE WRITE MODE AT CYCLE: 78949
ENTER WRITE MODE AT CYCLE: 78950
LEAVE WRITE MODE AT CYCLE: 79387
ENTER WRITE MODE AT CYCLE: 79388
LEAVE WRITE MODE AT CYCLE: 79467
ENTER WRITE MODE AT CYCLE: 79468
LEAVE WRITE MODE AT CYCLE: 79516
ENTER WRITE MODE AT CYCLE: 79566
LEAVE WRITE MODE AT CYCLE: 79750
ENTER WRITE MODE AT CYCLE: 79751
LEAVE WRITE MODE AT CYCLE: 80391
ENTER WRITE MODE AT CYCLE: 80392
LEAVE WRITE MODE AT CYCLE: 80927
ENTER WRITE MODE AT CYCLE: 80976
LEAVE WRITE MODE AT CYCLE: 81941
ENTER WRITE MODE AT CYCLE: 81942
LEAVE WRITE MODE AT CYCLE: 82385
ENTER WRITE MODE AT CYCLE: 82386
LEAVE WRITE MODE AT CYCLE: 82732
ENTER WRITE MODE AT CYCLE: 82733
LEAVE WRITE MODE AT CYCLE: 83517
ENTER WRITE MODE AT CYCLE: 83518
LEAVE WRITE MODE AT CYCLE: 83902
ENTER WRITE MODE AT CYCLE: 83951
LEAVE WRITE MODE AT CYCLE: 84369
ENTER WRITE MODE AT CYCLE: 84370
LEAVE WRITE MODE AT CYCLE: 84734
ENTER WRITE MODE AT CYCLE: 84735
LEAVE WRITE MODE AT CYCLE: 89641
ENTER WRITE MODE AT CYCLE: 89642
LEAVE WRITE MODE AT CYCLE: 91489
ENTER WRITE MODE AT CYCLE: 91490
LEAVE WRITE MODE AT CYCLE: 93667
ENTER WRITE MODE AT CYCLE: 93668
LEAVE WRITE MODE AT CYCLE: 93768
ENTER WRITE MODE AT CYCLE: 93769
LEAVE WRITE MODE AT CYCLE: 93783
ENTER WRITE MODE AT CYCLE: 93784
LEAVE WRITE MODE AT CYCLE: 93987
ENTER WRITE MODE AT CYCLE: 93988
LEAVE WRITE MODE AT CYCLE: 94165
ENTER WRITE MODE AT CYCLE: 94166
LEAVE WRITE MODE AT CYCLE: 94670
ENTER WRITE MODE AT CYCLE: 94671
LEAVE WRITE MODE AT CYCLE: 95134
ENTER WRITE MODE AT CYCLE: 95135
LEAVE WRITE MODE AT CYCLE: 95882
ENTER WRITE MODE AT CYCLE: 95883
LEAVE WRITE MODE AT CYCLE: 96658
ENTER WRITE MODE AT CYCLE: 96659
LEAVE WRITE MODE AT CYCLE: 97415
ENTER WRITE MODE AT CYCLE: 97416
LEAVE WRITE MODE AT CYCLE: 97430
ENTER WRITE MODE AT CYCLE: 97431
LEAVE WRITE MODE AT CYCLE: 106308
ENTER WRITE MODE AT CYCLE: 106309
LEAVE WRITE MODE AT CYCLE: 107133
ENTER WRITE MODE AT CYCLE: 107134
LEAVE WRITE MODE AT CYCLE: 112267
ENTER WRITE MODE AT CYCLE: 113503
LEAVE WRITE MODE AT CYCLE: 115640
ENTER WRITE MODE AT CYCLE: 115641
LEAVE WRITE MODE AT CYCLE: 116425
ENTER WRITE MODE AT CYCLE: 116426
LEAVE WRITE MODE AT CYCLE: 121041
ENTER WRITE MODE AT CYCLE: 121042
LEAVE WRITE MODE AT CYCLE: 124124
ENTER WRITE MODE AT CYCLE: 124125
LEAVE WRITE MODE AT CYCLE: 124895
ENTER WRITE MODE AT CYCLE: 126040
LEAVE WRITE MODE AT CYCLE: 126145
ENTER WRITE MODE AT CYCLE: 126146
LEAVE WRITE MODE AT CYCLE: 126681
ENTER WRITE MODE AT CYCLE: 126682
LEAVE WRITE MODE AT CYCLE: 127832
ENTER WRITE MODE AT CYCLE: 127833
LEAVE WRITE MODE AT CYCLE: 128198
ENTER WRITE MODE AT CYCLE: 128199
LEAVE WRITE MODE AT CYCLE: 129476
ENTER WRITE MODE AT CYCLE: 129477
LEAVE WRITE MODE AT CYCLE: 130601
ENTER WRITE MODE AT CYCLE: 130602
LEAVE WRITE MODE AT CYCLE: 131961
ENTER WRITE MODE AT CYCLE: 131962
LEAVE WRITE MODE AT CYCLE: 132936
ENTER WRITE MODE AT CYCLE: 132987
LEAVE WRITE MODE AT CYCLE: 137928
ENTER WRITE MODE AT CYCLE: 138453
LEAVE WRITE MODE AT CYCLE: 138535
ENTER WRITE MODE AT CYCLE: 138536
LEAVE WRITE MODE AT CYCLE: 138952
ENTER WRITE MODE AT CYCLE: 138953
LEAVE WRITE MODE AT CYCLE: 141082
ENTER WRITE MODE AT CYCLE: 141083
LEAVE WRITE MODE AT CYCLE: 141991
ENTER WRITE MODE AT CYCLE: 141992
LEAVE WRITE MODE AT CYCLE: 144168
ENTER WRITE MODE AT CYCLE: 144169
LEAVE WRITE MODE AT CYCLE: 144940
ENTER WRITE MODE AT CYCLE: 144941
LEAVE WRITE MODE AT CYCLE: 145372
ENTER WRITE MODE AT CYCLE: 145373
LEAVE WRITE MODE AT CYCLE: 145462
ENTER WRITE MODE AT CYCLE: 145463
LEAVE WRITE MODE AT CYCLE: 145754
ENTER WRITE MODE AT CYCLE: 145755
LEAVE WRITE MODE AT CYCLE: 146061
ENTER WRITE MODE AT CYCLE: 146062
LEAVE WRITE MODE AT CYCLE: 147949
ENTER WRITE MODE AT CYCLE: 147950
LEAVE WRITE MODE AT CYCLE: 148796
ENTER WRITE MODE AT CYCLE: 148797
LEAVE WRITE MODE AT CYCLE: 153031
ENTER WRITE MODE AT CYCLE: 153032
LEAVE WRITE MODE AT CYCLE: 154861
ENTER WRITE MODE AT CYCLE: 154862
LEAVE WRITE MODE AT CYCLE: 155200
ENTER WRITE MODE AT CYCLE: 155201
LEAVE WRITE MODE AT CYCLE: 155843
ENTER WRITE MODE AT CYCLE: 155844
LEAVE WRITE MODE AT CYCLE: 156791
ENTER WRITE MODE AT CYCLE: 156792
LEAVE WRITE MODE AT CYCLE: 156993
ENTER WRITE MODE AT CYCLE: 157042
LEAVE WRITE MODE AT CYCLE: 157608
ENTER WRITE MODE AT CYCLE: 157609
LEAVE WRITE MODE AT CYCLE: 157898
ENTER WRITE MODE AT CYCLE: 157899
LEAVE WRITE MODE AT CYCLE: 158686
ENTER WRITE MODE AT CYCLE: 158687
LEAVE WRITE MODE AT CYCLE: 159098
ENTER WRITE MODE AT CYCLE: 159099
LEAVE WRITE MODE AT CYCLE: 159116
ENTER WRITE MODE AT CYCLE: 159117
LEAVE WRITE MODE AT CYCLE: 160576
ENTER WRITE MODE AT CYCLE: 160625
LEAVE WRITE MODE AT CYCLE: 161598
ENTER WRITE MODE AT CYCLE: 161599
LEAVE WRITE MODE AT CYCLE: 166391
ENTER WRITE MODE AT CYCLE: 166392
LEAVE WRITE MODE AT CYCLE: 175108
ENTER WRITE MODE AT CYCLE: 175843
LEAVE WRITE MODE AT CYCLE: 182930
ENTER WRITE MODE AT CYCLE: 182931
LEAVE WRITE MODE AT CYCLE: 183243
ENTER WRITE MODE AT CYCLE: 183292
LEAVE WRITE MODE AT CYCLE: 184078
ENTER WRITE MODE AT CYCLE: 184127
LEAVE WRITE MODE AT CYCLE: 185017
ENTER WRITE MODE AT CYCLE: 185018
LEAVE WRITE MODE AT CYCLE: 185657
ENTER WRITE MODE AT CYCLE: 185658
LEAVE WRITE MODE AT CYCLE: 188768
ENTER WRITE MODE AT CYCLE: 188769
LEAVE WRITE MODE AT CYCLE: 191086
ENTER WRITE MODE AT CYCLE: 191087
LEAVE WRITE MODE AT CYCLE: 193246
ENTER WRITE MODE AT CYCLE: 193247
LEAVE WRITE MODE AT CYCLE: 193523
ENTER WRITE MODE AT CYCLE: 193524
LEAVE WRITE MODE AT CYCLE: 198868
ENTER WRITE MODE AT CYCLE: 198917
LEAVE WRITE MODE AT CYCLE: 199037
ENTER WRITE MODE AT CYCLE: 199038
LEAVE WRITE MODE AT CYCLE: 201903
ENTER WRITE MODE AT CYCLE: 201904
LEAVE WRITE MODE AT CYCLE: 203236
ENTER WRITE MODE AT CYCLE: 203237
LEAVE WRITE MODE AT CYCLE: 203326
ENTER WRITE MODE AT CYCLE: 203327
LEAVE WRITE MODE AT CYCLE: 204301
ENTER WRITE MODE AT CYCLE: 204302
LEAVE WRITE MODE AT CYCLE: 204596
ENTER WRITE MODE AT CYCLE: 204597
LEAVE WRITE MODE AT CYCLE: 204751
ENTER WRITE MODE AT CYCLE: 204752
LEAVE WRITE MODE AT CYCLE: 204841
ENTER WRITE MODE AT CYCLE: 204890
LEAVE WRITE MODE AT CYCLE: 205465
ENTER WRITE MODE AT CYCLE: 205514
LEAVE WRITE MODE AT CYCLE: 205996
ENTER WRITE MODE AT CYCLE: 205997
LEAVE WRITE MODE AT CYCLE: 206499
ENTER WRITE MODE AT CYCLE: 206500
LEAVE WRITE MODE AT CYCLE: 207278
ENTER WRITE MODE AT CYCLE: 207279
LEAVE WRITE MODE AT CYCLE: 207792
ENTER WRITE MODE AT CYCLE: 207793
LEAVE WRITE MODE AT CYCLE: 208335
ENTER WRITE MODE AT CYCLE: 208336
LEAVE WRITE MODE AT CYCLE: 209258
ENTER WRITE MODE AT CYCLE: 209307
LEAVE WRITE MODE AT CYCLE: 213648
ENTER WRITE MODE AT CYCLE: 213649
LEAVE WRITE MODE AT CYCLE: 218584
ENTER WRITE MODE AT CYCLE: 218585
LEAVE WRITE MODE AT CYCLE: 228447
ENTER WRITE MODE AT CYCLE: 228448
LEAVE WRITE MODE AT CYCLE: 228622
ENTER WRITE MODE AT CYCLE: 228623
LEAVE WRITE MODE AT CYCLE: 228831
ENTER WRITE MODE AT CYCLE: 228832
LEAVE WRITE MODE AT CYCLE: 232933
ENTER WRITE MODE AT CYCLE: 232982
LEAVE WRITE MODE AT CYCLE: 233823
ENTER WRITE MODE AT CYCLE: 233824
LEAVE WRITE MODE AT CYCLE: 234431
ENTER WRITE MODE AT CYCLE: 234432
LEAVE WRITE MODE AT CYCLE: 239997
ENTER WRITE MODE AT CYCLE: 239998
LEAVE WRITE MODE AT CYCLE: 240980
ENTER WRITE MODE AT CYCLE: 240981
LEAVE WRITE MODE AT CYCLE: 241192
ENTER WRITE MODE AT CYCLE: 241193
LEAVE WRITE MODE AT CYCLE: 242098
ENTER WRITE MODE AT CYCLE: 242099
LEAVE WRITE MODE AT CYCLE: 246852
ENTER WRITE MODE AT CYCLE: 246901
LEAVE WRITE MODE AT CYCLE: 248704
ENTER WRITE MODE AT CYCLE: 248705
LEAVE WRITE MODE AT CYCLE: 250069
ENTER WRITE MODE AT CYCLE: 250620
LEAVE WRITE MODE AT CYCLE: 251056
ENTER WRITE MODE AT CYCLE: 251057
LEAVE WRITE MODE AT CYCLE: 254511
ENTER WRITE MODE AT CYCLE: 254512
LEAVE WRITE MODE AT CYCLE: 254526
ENTER WRITE MODE AT CYCLE: 254527
LEAVE WRITE MODE AT CYCLE: 259360
ENTER WRITE MODE AT CYCLE: 259361
LEAVE WRITE MODE AT CYCLE: 260859
ENTER WRITE MODE AT CYCLE: 260908
LEAVE WRITE MODE AT CYCLE: 261119
ENTER WRITE MODE AT CYCLE: 261120
LEAVE WRITE MODE AT CYCLE: 261271
ENTER WRITE MODE AT CYCLE: 261272
LEAVE WRITE MODE AT CYCLE: 261522
ENTER WRITE MODE AT CYCLE: 261571
LEAVE WRITE MODE AT CYCLE: 265301
ENTER WRITE MODE AT CYCLE: 265302
LEAVE WRITE MODE AT CYCLE: 270623
ENTER WRITE MODE AT CYCLE: 270624
LEAVE WRITE MODE AT CYCLE: 270636
ENTER WRITE MODE AT CYCLE: 270637
LEAVE WRITE MODE AT CYCLE: 270641
ENTER WRITE MODE AT CYCLE: 270813
LEAVE WRITE MODE AT CYCLE: 271737
ENTER WRITE MODE AT CYCLE: 271738
LEAVE WRITE MODE AT CYCLE: 273752
ENTER WRITE MODE AT CYCLE: 273753
LEAVE WRITE MODE AT CYCLE: 273801
ENTER WRITE MODE AT CYCLE: 273803
LEAVE WRITE MODE AT CYCLE: 274304
ENTER WRITE MODE AT CYCLE: 275562
LEAVE WRITE MODE AT CYCLE: 277672
ENTER WRITE MODE AT CYCLE: 277673
LEAVE WRITE MODE AT CYCLE: 278304
ENTER WRITE MODE AT CYCLE: 278353
LEAVE WRITE MODE AT CYCLE: 281190
ENTER WRITE MODE AT CYCLE: 281191
LEAVE WRITE MODE AT CYCLE: 285102
ENTER WRITE MODE AT CYCLE: 285103
LEAVE WRITE MODE AT CYCLE: 285862
ENTER WRITE MODE AT CYCLE: 285863
LEAVE WRITE MODE AT CYCLE: 286163
ENTER WRITE MODE AT CYCLE: 286164
LEAVE WRITE MODE AT CYCLE: 286403
ENTER WRITE MODE AT CYCLE: 286404
LEAVE WRITE MODE AT CYCLE: 288835
ENTER WRITE MODE AT CYCLE: 288836
LEAVE WRITE MODE AT CYCLE: 291140
ENTER WRITE MODE AT CYCLE: 291141
LEAVE WRITE MODE AT CYCLE: 291446
ENTER WRITE MODE AT CYCLE: 291447
LEAVE WRITE MODE AT CYCLE: 292157
ENTER WRITE MODE AT CYCLE: 292158
LEAVE WRITE MODE AT CYCLE: 292687
ENTER WRITE MODE AT CYCLE: 292688
LEAVE WRITE MODE AT CYCLE: 293958
ENTER WRITE MODE AT CYCLE: 293959
LEAVE WRITE MODE AT CYCLE: 294537
ENTER WRITE MODE AT CYCLE: 294538
LEAVE WRITE MODE AT CYCLE: 298722
ENTER WRITE MODE AT CYCLE: 298723
LEAVE WRITE MODE AT CYCLE: 303572
ENTER WRITE MODE AT CYCLE: 303573
LEAVE WRITE MODE AT CYCLE: 304417
ENTER WRITE MODE AT CYCLE: 304418
LEAVE WRITE MODE AT CYCLE: 304630
ENTER WRITE MODE AT CYCLE: 304631
LEAVE WRITE MODE AT CYCLE: 304778
ENTER WRITE MODE AT CYCLE: 304779
LEAVE WRITE MODE AT CYCLE: 305944
ENTER WRITE MODE AT CYCLE: 305945
LEAVE WRITE MODE AT CYCLE: 307752
ENTER WRITE MODE AT CYCLE: 307801
LEAVE WRITE MODE AT CYCLE: 310404
ENTER WRITE MODE AT CYCLE: 310405
LEAVE WRITE MODE AT CYCLE: 314404
ENTER WRITE MODE AT CYCLE: 314405
LEAVE WRITE MODE AT CYCLE: 318234
ENTER WRITE MODE AT CYCLE: 318235
LEAVE WRITE MODE AT CYCLE: 318828
ENTER WRITE MODE AT CYCLE: 318829
